timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, pstate, clocks.current.sm [MHz]
2025/12/17 13:07:55.703, 0, 23 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:08:00.705, 0, 45 %, 11 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:08:05.707, 0, 19 %, 4 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:08:10.710, 0, 32 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:08:15.711, 0, 32 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:08:20.714, 0, 26 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:08:25.716, 0, 23 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:08:30.718, 0, 19 %, 4 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:08:35.720, 0, 19 %, 4 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:08:40.723, 0, 6 %, 1 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:08:45.725, 0, 26 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:08:50.727, 0, 45 %, 9 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:08:55.729, 0, 24 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:09:00.731, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:09:05.734, 0, 26 %, 5 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:09:10.736, 0, 49 %, 10 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:09:15.739, 0, 39 %, 9 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:09:20.741, 0, 45 %, 10 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:09:25.743, 0, 23 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:09:30.746, 0, 48 %, 11 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:09:35.749, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:09:40.751, 0, 32 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:09:45.753, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:09:50.756, 0, 28 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:09:55.758, 0, 22 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:10:00.761, 0, 47 %, 12 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:10:05.763, 0, 13 %, 3 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:10:10.766, 0, 45 %, 10 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:10:15.768, 0, 19 %, 4 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:10:20.770, 0, 39 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:10:25.772, 0, 24 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:10:30.774, 0, 27 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:10:35.776, 0, 13 %, 2 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:10:40.779, 0, 19 %, 4 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:10:45.781, 0, 26 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:10:50.783, 0, 52 %, 11 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:10:55.785, 0, 31 %, 9 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:11:00.787, 0, 21 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:11:05.789, 0, 35 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:11:10.791, 0, 26 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:11:15.793, 0, 52 %, 11 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:11:20.795, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:11:25.800, 0, 23 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:11:30.802, 0, 23 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:11:35.804, 0, 45 %, 10 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:11:40.807, 0, 39 %, 9 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:11:45.809, 0, 26 %, 5 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:11:50.811, 0, 0 %, 0 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:11:55.813, 0, 33 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:12:00.816, 0, 23 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:12:05.817, 0, 32 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:12:10.819, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:12:15.821, 0, 19 %, 4 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:12:20.823, 0, 42 %, 9 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:12:25.825, 0, 39 %, 9 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:12:30.827, 0, 23 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:12:35.830, 0, 26 %, 5 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:12:40.831, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:12:45.833, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:12:50.835, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:12:55.837, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1275 MHz
2025/12/17 13:13:00.839, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1335 MHz
2025/12/17 13:13:05.841, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:13:10.844, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:13:15.846, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:13:20.848, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:13:25.855, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:13:30.857, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:13:35.859, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1335 MHz
2025/12/17 13:13:40.861, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:13:45.862, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:13:50.864, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:13:55.867, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:14:00.869, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1290 MHz
2025/12/17 13:14:05.871, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:14:10.873, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:14:15.874, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:14:20.876, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:14:25.878, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:14:30.881, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:14:35.883, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:14:40.886, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1335 MHz
2025/12/17 13:14:45.888, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1275 MHz
2025/12/17 13:14:50.890, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:14:55.893, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:15:00.895, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1335 MHz
2025/12/17 13:15:05.897, 0, 0 %, 0 %, 417 MiB, 40960 MiB, [N/A], P0, 1260 MHz
