timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, pstate, clocks.current.sm [MHz]
2025/12/17 12:51:25.257, 0, 24 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:51:30.258, 0, 31 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:51:35.260, 0, 19 %, 4 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:51:40.262, 0, 13 %, 3 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:51:45.264, 0, 45 %, 10 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:51:50.266, 0, 45 %, 10 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:51:55.269, 0, 28 %, 9 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:52:00.271, 0, 40 %, 11 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:52:05.273, 0, 58 %, 13 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:52:10.275, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:52:15.277, 0, 19 %, 4 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:52:20.280, 0, 32 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:52:25.282, 0, 26 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:52:30.284, 0, 24 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:52:35.286, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:52:40.288, 0, 42 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:52:45.290, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:52:50.292, 0, 52 %, 12 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:52:55.294, 0, 20 %, 5 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:53:00.296, 0, 23 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:53:05.298, 0, 26 %, 5 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:53:10.301, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:53:15.304, 0, 19 %, 4 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:53:20.307, 0, 19 %, 4 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:53:25.309, 0, 47 %, 10 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:53:30.311, 0, 24 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:53:35.314, 0, 39 %, 9 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:53:40.316, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:53:45.318, 0, 45 %, 10 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:53:50.320, 0, 26 %, 5 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:53:55.322, 0, 49 %, 11 %, 37541 MiB, 40960 MiB, [N/A], P0, 1380 MHz
2025/12/17 12:54:00.324, 0, 20 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:54:05.326, 0, 18 %, 4 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:54:10.328, 0, 26 %, 5 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:54:15.330, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:54:20.332, 0, 26 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:54:25.335, 0, 26 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:54:30.337, 0, 23 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:54:35.339, 0, 34 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:54:40.342, 0, 26 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:54:45.344, 0, 26 %, 5 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:54:50.346, 0, 26 %, 5 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:54:55.349, 0, 13 %, 3 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:55:00.351, 0, 22 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:55:05.353, 0, 41 %, 10 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:55:10.356, 0, 28 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:55:15.359, 0, 26 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:55:20.361, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:55:25.363, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:55:30.366, 0, 19 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:55:35.368, 0, 22 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:55:40.370, 0, 19 %, 4 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:55:45.372, 0, 19 %, 4 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:55:50.374, 0, 35 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:55:55.376, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:56:00.378, 0, 14 %, 3 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:56:05.380, 0, 23 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:56:10.382, 0, 19 %, 4 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:56:15.385, 0, 39 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:56:20.387, 0, 45 %, 10 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:56:25.389, 0, 26 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:56:30.392, 0, 26 %, 5 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:56:35.394, 0, 23 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:56:40.397, 0, 32 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:56:45.399, 0, 19 %, 4 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:56:50.401, 0, 39 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:56:55.404, 0, 39 %, 9 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:57:00.406, 0, 45 %, 10 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:57:05.408, 0, 20 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:57:10.411, 0, 19 %, 4 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:57:15.413, 0, 58 %, 12 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:57:20.415, 0, 13 %, 2 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:57:25.417, 0, 26 %, 5 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:57:30.419, 0, 45 %, 9 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:57:35.422, 0, 20 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:57:40.424, 0, 22 %, 4 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:57:45.426, 0, 28 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:57:50.428, 0, 39 %, 9 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:57:55.430, 0, 26 %, 5 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:58:00.432, 0, 39 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:58:05.434, 0, 20 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:58:10.436, 0, 37 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:58:15.438, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:58:20.445, 0, 28 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:58:25.447, 0, 39 %, 9 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:58:30.449, 0, 19 %, 4 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:58:35.451, 0, 23 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:58:40.453, 0, 38 %, 10 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:58:45.455, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:58:50.457, 0, 39 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:58:55.459, 0, 26 %, 5 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:59:00.462, 0, 21 %, 4 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:59:05.465, 0, 20 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:59:10.467, 0, 18 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:59:15.469, 0, 6 %, 1 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:59:20.471, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:59:25.474, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:59:30.476, 0, 45 %, 9 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:59:35.478, 0, 40 %, 10 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:59:40.481, 0, 22 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:59:45.484, 0, 45 %, 10 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 12:59:50.486, 0, 39 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 12:59:55.488, 0, 52 %, 11 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:00:00.490, 0, 45 %, 10 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:00:05.493, 0, 25 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:00:10.495, 0, 21 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:00:15.498, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:00:20.500, 0, 26 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:00:25.503, 0, 39 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:00:30.505, 0, 39 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:00:35.507, 0, 26 %, 5 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:00:40.509, 0, 23 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:00:45.511, 0, 39 %, 9 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:00:50.513, 0, 32 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:00:55.515, 0, 14 %, 2 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:01:00.518, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:01:05.520, 0, 6 %, 1 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:01:10.522, 0, 23 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:01:15.524, 0, 37 %, 9 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:01:20.526, 0, 26 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:01:25.529, 0, 26 %, 5 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:01:30.531, 0, 39 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:01:35.533, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:01:40.535, 0, 28 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:01:45.537, 0, 25 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:01:50.539, 0, 39 %, 9 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:01:55.541, 0, 13 %, 2 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:02:00.543, 0, 45 %, 10 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:02:05.545, 0, 71 %, 16 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:02:10.547, 0, 30 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:02:15.549, 0, 20 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:02:20.551, 0, 52 %, 11 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:02:25.553, 0, 39 %, 9 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:02:30.555, 0, 65 %, 15 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:02:35.557, 0, 58 %, 13 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:02:40.559, 0, 24 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:02:45.561, 0, 24 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:02:50.563, 0, 52 %, 11 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:02:55.565, 0, 26 %, 5 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:03:00.567, 0, 45 %, 10 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:03:05.569, 0, 19 %, 4 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:03:10.571, 0, 39 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:03:15.573, 0, 24 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:03:20.575, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:03:25.577, 0, 28 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:03:30.580, 0, 26 %, 5 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:03:35.581, 0, 45 %, 11 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:03:40.584, 0, 39 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:03:45.586, 0, 24 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:03:50.588, 0, 24 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:03:55.590, 0, 58 %, 13 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:04:00.592, 0, 52 %, 12 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:04:05.594, 0, 14 %, 2 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:04:10.596, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:04:15.598, 0, 23 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:04:20.601, 0, 32 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:04:25.603, 0, 26 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:04:30.610, 0, 39 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:04:35.612, 0, 19 %, 4 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:04:40.614, 0, 19 %, 4 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:04:45.617, 0, 26 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:04:50.619, 0, 23 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:04:55.621, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:05:00.622, 0, 32 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:05:05.625, 0, 19 %, 4 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:05:10.627, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:05:15.629, 0, 62 %, 14 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:05:20.631, 0, 23 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:05:25.633, 0, 39 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:05:30.635, 0, 26 %, 5 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:05:35.637, 0, 13 %, 3 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:05:40.639, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:05:45.641, 0, 45 %, 10 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:05:50.643, 0, 23 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:05:55.646, 0, 13 %, 3 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:06:00.648, 0, 49 %, 10 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:06:05.653, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:06:10.655, 0, 39 %, 9 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:06:15.657, 0, 6 %, 1 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:06:20.660, 0, 23 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:06:25.662, 0, 24 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:06:30.664, 0, 45 %, 10 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:06:35.669, 0, 26 %, 5 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:06:40.671, 0, 35 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:06:45.673, 0, 45 %, 10 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:06:50.676, 0, 21 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:06:55.678, 0, 23 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:07:00.680, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:07:05.683, 0, 26 %, 5 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:07:10.685, 0, 39 %, 9 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:07:15.687, 0, 19 %, 4 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:07:20.689, 0, 31 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:07:25.691, 0, 23 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:07:30.693, 0, 45 %, 10 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:07:35.695, 0, 13 %, 3 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:07:40.697, 0, 32 %, 7 %, 37541 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:07:45.698, 0, 39 %, 8 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:07:50.700, 0, 25 %, 6 %, 37541 MiB, 40960 MiB, [N/A], P0, 1410 MHz
