timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, pstate, clocks.current.sm [MHz]
2025/12/17 13:34:25.085, 0, 19 %, 6 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:34:30.087, 0, 19 %, 3 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:34:35.088, 0, 7 %, 1 %, 20193 MiB, 40960 MiB, [N/A], P0, 1380 MHz
2025/12/17 13:34:40.090, 0, 52 %, 10 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:34:45.092, 0, 26 %, 5 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:34:50.094, 0, 15 %, 3 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:34:55.097, 0, 20 %, 6 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:35:00.099, 0, 31 %, 6 %, 20193 MiB, 40960 MiB, [N/A], P0, 1380 MHz
2025/12/17 13:35:05.101, 0, 19 %, 4 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:35:10.103, 0, 28 %, 7 %, 20199 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:35:15.108, 0, 13 %, 2 %, 20213 MiB, 40960 MiB, [N/A], P0, 1275 MHz
2025/12/17 13:35:20.110, 0, 13 %, 2 %, 20213 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:35:25.112, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:35:30.114, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:35:35.116, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:35:40.118, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:35:45.120, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:35:50.122, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:35:55.124, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:36:00.126, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1290 MHz
2025/12/17 13:36:05.128, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:36:10.130, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:36:15.132, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:36:20.134, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1290 MHz
2025/12/17 13:36:25.137, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:36:30.139, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:36:35.141, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1275 MHz
2025/12/17 13:36:40.143, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:36:45.145, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:36:50.147, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:36:55.150, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1290 MHz
2025/12/17 13:37:00.152, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:37:05.155, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:37:10.157, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:37:15.160, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:37:20.162, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:37:25.164, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:37:30.167, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:37:35.169, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:37:40.172, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1275 MHz
2025/12/17 13:37:45.174, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:37:50.177, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:37:55.179, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:38:00.182, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1335 MHz
2025/12/17 13:38:05.183, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1275 MHz
2025/12/17 13:38:10.186, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:38:15.189, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:38:20.191, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:38:25.197, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:38:30.199, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:38:35.201, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:38:40.203, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:38:45.205, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:38:50.207, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:38:55.209, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:39:00.211, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:39:05.212, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1335 MHz
2025/12/17 13:39:10.214, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:39:15.216, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1290 MHz
2025/12/17 13:39:20.218, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:39:25.220, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1290 MHz
2025/12/17 13:39:30.222, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:39:35.224, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:39:40.226, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:39:45.228, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:39:50.230, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:39:55.233, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1290 MHz
2025/12/17 13:40:00.238, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:40:05.240, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:40:10.242, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1275 MHz
2025/12/17 13:40:15.243, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1290 MHz
2025/12/17 13:40:20.245, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:40:25.247, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:40:30.249, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:40:35.252, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:40:40.254, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:40:45.256, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:40:50.258, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:40:55.260, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:41:00.262, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:41:05.264, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:41:10.266, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:41:15.268, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:41:20.274, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:41:25.276, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:41:30.280, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:41:35.283, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:41:40.284, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:41:45.286, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:41:50.288, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:41:55.291, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:42:00.293, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:42:05.295, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:42:10.299, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1245 MHz
2025/12/17 13:42:15.301, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:42:20.303, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1275 MHz
2025/12/17 13:42:25.304, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:42:30.306, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:42:35.308, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:42:40.310, 0, 0 %, 0 %, 417 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:42:45.313, 0, 0 %, 0 %, 417 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:42:50.315, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1245 MHz
2025/12/17 13:42:55.318, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:43:00.320, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:43:05.322, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:43:10.324, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:43:15.326, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:43:20.329, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:43:25.334, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:43:30.336, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1350 MHz
2025/12/17 13:43:35.341, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1275 MHz
2025/12/17 13:43:40.344, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:43:45.347, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:43:50.349, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:43:55.351, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:44:00.353, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:44:05.356, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:44:10.358, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:44:15.388, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:44:20.390, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1275 MHz
2025/12/17 13:44:25.392, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:44:30.394, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:44:35.396, 0, 0 %, 0 %, 417 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:44:40.399, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:44:45.403, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1245 MHz
2025/12/17 13:44:50.405, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:44:55.408, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:45:00.411, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:45:05.413, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:45:10.415, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:45:15.417, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:45:20.420, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:45:25.422, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:45:30.424, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:45:35.429, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:45:40.431, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:45:45.433, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:45:50.435, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:45:55.482, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:46:00.484, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:46:05.486, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:46:10.488, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1290 MHz
2025/12/17 13:46:15.490, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:46:20.492, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:46:25.494, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:46:30.496, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:46:35.502, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1275 MHz
2025/12/17 13:46:40.507, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:46:45.509, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:46:50.511, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:46:55.513, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:47:00.515, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:47:05.517, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:47:10.519, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:47:15.521, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:47:20.523, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:47:25.525, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1275 MHz
2025/12/17 13:47:30.528, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:47:35.530, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:47:40.534, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:47:45.536, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:47:50.537, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:47:55.539, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:48:00.541, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:48:05.543, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:48:10.545, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:48:15.547, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:48:20.549, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:48:25.551, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:48:30.554, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:48:35.556, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:48:40.558, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:48:45.560, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:48:50.562, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:48:55.564, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:49:00.566, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:49:05.609, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1275 MHz
2025/12/17 13:49:10.611, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:49:15.613, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:49:20.615, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:49:25.617, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:49:30.619, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:49:35.621, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:49:40.662, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:49:45.664, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:49:50.665, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:49:55.668, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1290 MHz
2025/12/17 13:50:00.673, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:50:05.675, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:50:10.677, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:50:15.680, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:50:20.682, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:50:25.687, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1245 MHz
2025/12/17 13:50:30.690, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:50:35.692, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1275 MHz
2025/12/17 13:50:40.694, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:50:45.696, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:50:50.699, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:50:55.701, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:51:00.704, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1290 MHz
2025/12/17 13:51:05.709, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1275 MHz
2025/12/17 13:51:10.712, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:51:15.714, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:51:20.717, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:51:25.719, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:51:30.721, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:51:35.724, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:51:40.726, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:51:45.729, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1290 MHz
2025/12/17 13:51:50.731, 0, 0 %, 0 %, 417 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:51:55.733, 0, 0 %, 0 %, 417 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:52:00.736, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:52:05.738, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1290 MHz
2025/12/17 13:52:10.739, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:52:15.741, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1275 MHz
2025/12/17 13:52:20.743, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:52:25.745, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:52:30.747, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1290 MHz
2025/12/17 13:52:35.749, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1275 MHz
2025/12/17 13:52:40.753, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:52:45.755, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:52:50.757, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
2025/12/17 13:52:55.759, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:53:00.761, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1260 MHz
2025/12/17 13:53:05.763, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:53:10.765, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1335 MHz
2025/12/17 13:53:15.767, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1275 MHz
2025/12/17 13:53:20.769, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1290 MHz
2025/12/17 13:53:25.771, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:53:30.773, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:53:35.775, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:53:40.778, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1245 MHz
2025/12/17 13:53:45.780, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1305 MHz
2025/12/17 13:53:50.782, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:53:55.784, 0, 0 %, 0 %, 1 MiB, 40960 MiB, [N/A], P0, 1320 MHz
