timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, pstate, clocks.current.sm [MHz]
2025/12/17 13:19:19.676, 0, 26 %, 5 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:19:24.678, 0, 32 %, 6 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:19:29.680, 0, 32 %, 6 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:19:34.682, 0, 18 %, 5 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:19:39.684, 0, 21 %, 6 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:19:44.686, 0, 19 %, 4 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:19:49.688, 0, 13 %, 2 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:19:54.690, 0, 42 %, 9 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:19:59.692, 0, 13 %, 2 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:20:04.694, 0, 20 %, 6 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:20:09.696, 0, 42 %, 9 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:20:14.698, 0, 19 %, 4 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:20:19.700, 0, 13 %, 2 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:20:24.702, 0, 39 %, 8 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:20:29.704, 0, 19 %, 3 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:20:34.706, 0, 19 %, 6 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:20:39.708, 0, 24 %, 5 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:20:44.710, 0, 58 %, 12 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:20:49.712, 0, 19 %, 4 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:20:54.714, 0, 26 %, 5 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:20:59.716, 0, 39 %, 8 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:21:04.718, 0, 20 %, 6 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:21:09.721, 0, 36 %, 8 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:21:14.723, 0, 32 %, 7 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:21:19.724, 0, 19 %, 4 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:21:24.726, 0, 26 %, 6 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:21:29.729, 0, 19 %, 3 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:21:34.731, 0, 20 %, 6 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:21:39.733, 0, 45 %, 9 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:21:44.735, 0, 19 %, 4 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:21:49.737, 0, 21 %, 4 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:21:54.739, 0, 26 %, 5 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:21:59.741, 0, 56 %, 12 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:22:04.743, 0, 20 %, 6 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:22:09.745, 0, 32 %, 7 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:22:14.747, 0, 32 %, 7 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:22:19.751, 0, 26 %, 5 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:22:24.752, 0, 26 %, 5 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:22:29.754, 0, 35 %, 7 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:22:34.757, 0, 21 %, 6 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:22:39.759, 0, 39 %, 8 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:22:44.760, 0, 32 %, 7 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:22:49.763, 0, 32 %, 7 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:22:54.765, 0, 26 %, 5 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:22:59.767, 0, 38 %, 8 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:23:04.768, 0, 19 %, 6 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:23:09.771, 0, 35 %, 7 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:23:14.773, 0, 26 %, 5 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:23:19.776, 0, 32 %, 7 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:23:24.777, 0, 45 %, 9 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:23:29.779, 0, 31 %, 6 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:23:34.781, 0, 20 %, 6 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:23:39.783, 0, 26 %, 5 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:23:44.785, 0, 19 %, 4 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:23:49.787, 0, 35 %, 7 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:23:54.789, 0, 39 %, 8 %, 19067 MiB, 40960 MiB, [N/A], P0, 1380 MHz
2025/12/17 13:23:59.797, 0, 35 %, 8 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:24:04.799, 0, 20 %, 6 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:24:09.801, 0, 19 %, 3 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:24:14.803, 0, 32 %, 6 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:24:19.805, 0, 26 %, 5 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:24:24.807, 0, 35 %, 7 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:24:29.809, 0, 35 %, 8 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:24:34.811, 0, 20 %, 6 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:24:39.813, 0, 26 %, 5 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:24:44.815, 0, 32 %, 7 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:24:49.817, 0, 26 %, 5 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:24:54.819, 0, 32 %, 6 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:24:59.821, 0, 18 %, 4 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:25:04.823, 0, 20 %, 6 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:25:09.825, 0, 19 %, 4 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:25:14.827, 0, 13 %, 3 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:25:19.829, 0, 19 %, 3 %, 19067 MiB, 40960 MiB, [N/A], P0, 1380 MHz
2025/12/17 13:25:24.831, 0, 6 %, 1 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:25:29.833, 0, 52 %, 11 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:25:34.835, 0, 19 %, 6 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:25:39.837, 0, 28 %, 6 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:25:44.840, 0, 35 %, 7 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:25:49.842, 0, 32 %, 7 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:25:54.844, 0, 26 %, 5 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:25:59.846, 0, 19 %, 4 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:26:04.848, 0, 20 %, 6 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:26:09.850, 0, 24 %, 6 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:26:14.852, 0, 26 %, 5 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:26:19.854, 0, 26 %, 5 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:26:24.856, 0, 26 %, 5 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:26:29.861, 0, 39 %, 8 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:26:34.863, 0, 21 %, 6 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:26:39.866, 0, 23 %, 5 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:26:44.867, 0, 39 %, 7 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:26:49.869, 0, 58 %, 13 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:26:54.872, 0, 26 %, 5 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:26:59.874, 0, 35 %, 7 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:27:04.876, 0, 15 %, 4 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:27:09.879, 0, 18 %, 5 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:27:14.881, 0, 19 %, 4 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:27:19.884, 0, 19 %, 4 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:27:24.886, 0, 13 %, 2 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:27:29.889, 0, 45 %, 9 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:27:34.891, 0, 18 %, 6 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:27:39.893, 0, 25 %, 7 %, 19067 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:27:44.897, 0, 45 %, 9 %, 19067 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:27:49.899, 0, 32 %, 8 %, 19069 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:27:54.901, 0, 26 %, 7 %, 19069 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:27:59.903, 0, 52 %, 15 %, 20177 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:28:04.905, 0, 36 %, 9 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:28:09.907, 0, 21 %, 6 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:28:14.910, 0, 29 %, 6 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:28:19.912, 0, 39 %, 8 %, 20193 MiB, 40960 MiB, [N/A], P0, 1380 MHz
2025/12/17 13:28:24.914, 0, 13 %, 2 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:28:29.916, 0, 65 %, 13 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:28:34.919, 0, 19 %, 3 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:28:39.921, 0, 19 %, 6 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:28:44.923, 0, 17 %, 4 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:28:49.925, 0, 45 %, 9 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:28:54.927, 0, 19 %, 4 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:28:59.929, 0, 13 %, 3 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:29:04.931, 0, 32 %, 7 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:29:09.934, 0, 21 %, 6 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:29:14.936, 0, 21 %, 6 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:29:19.938, 0, 39 %, 8 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:29:24.941, 0, 39 %, 8 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:29:29.943, 0, 14 %, 2 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:29:34.949, 0, 32 %, 7 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:29:39.951, 0, 28 %, 6 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:29:44.953, 0, 20 %, 6 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:29:49.955, 0, 21 %, 5 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:29:54.957, 0, 39 %, 7 %, 20193 MiB, 40960 MiB, [N/A], P0, 1380 MHz
2025/12/17 13:29:59.959, 0, 39 %, 8 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:30:04.961, 0, 19 %, 3 %, 20193 MiB, 40960 MiB, [N/A], P0, 1380 MHz
2025/12/17 13:30:09.963, 0, 18 %, 3 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:30:14.966, 0, 17 %, 5 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:30:19.968, 0, 16 %, 3 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:30:24.969, 0, 19 %, 3 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:30:29.971, 0, 39 %, 8 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:30:34.973, 0, 26 %, 6 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:30:39.975, 0, 52 %, 10 %, 20193 MiB, 40960 MiB, [N/A], P0, 1365 MHz
2025/12/17 13:30:44.984, 0, 19 %, 6 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:30:49.986, 0, 30 %, 7 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:30:54.988, 0, 45 %, 9 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:30:59.990, 0, 45 %, 9 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:31:04.994, 0, 39 %, 8 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:31:09.996, 0, 39 %, 8 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:31:14.999, 0, 20 %, 6 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:31:20.001, 0, 22 %, 6 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:31:25.003, 0, 28 %, 5 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:31:30.005, 0, 52 %, 11 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:31:35.006, 0, 32 %, 7 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:31:40.008, 0, 19 %, 4 %, 20193 MiB, 40960 MiB, [N/A], P0, 1380 MHz
2025/12/17 13:31:45.011, 0, 26 %, 7 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:31:50.013, 0, 20 %, 6 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:31:55.015, 0, 39 %, 8 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:32:00.017, 0, 35 %, 7 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:32:05.019, 0, 52 %, 11 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:32:10.021, 0, 32 %, 7 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:32:15.023, 0, 11 %, 3 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:32:20.026, 0, 20 %, 6 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:32:25.028, 0, 28 %, 7 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:32:30.031, 0, 13 %, 2 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:32:35.033, 0, 26 %, 5 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:32:40.035, 0, 7 %, 1 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:32:45.037, 0, 39 %, 9 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:32:50.040, 0, 20 %, 6 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:32:55.042, 0, 16 %, 5 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:33:00.045, 0, 45 %, 10 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:33:05.048, 0, 52 %, 10 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:33:10.050, 0, 19 %, 4 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:33:15.052, 0, 6 %, 1 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:33:20.055, 0, 21 %, 6 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:33:25.057, 0, 20 %, 6 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:33:30.060, 0, 13 %, 3 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:33:35.062, 0, 39 %, 8 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:33:40.064, 0, 19 %, 4 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:33:45.066, 0, 32 %, 7 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:33:50.069, 0, 23 %, 6 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:33:55.071, 0, 21 %, 6 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:34:00.074, 0, 26 %, 6 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:34:05.076, 0, 32 %, 7 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:34:10.079, 0, 32 %, 6 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
2025/12/17 13:34:15.081, 0, 58 %, 12 %, 20193 MiB, 40960 MiB, [N/A], P0, 1395 MHz
2025/12/17 13:34:20.083, 0, 20 %, 5 %, 20193 MiB, 40960 MiB, [N/A], P0, 1410 MHz
